20;Советский;{"title": "Советский", "regions": [{"name": "Республика Марий Эл", "city_id": "4242", "region_id": "1620"},{"name": "Ленинградская область", "city_id": "4154", "region_id": "145"},{"name": "Ханты-Мансийский АО - Югра", "city_id": "1380", "region_id": "1368"},{"name": "Республика Крым", "city_id": "2739", "region_id": "2114"}]}
21;Юрино;{"title": "Юрино", "regions": [{"name": "Республика Марий Эл", "city_id": "4243", "region_id": "1620"}]}
22;Агрыз;{"title": "Агрыз", "regions": [{"name": "Республика Татарстан", "city_id": "1625", "region_id": "1624"}]}
23;Азнакаево;{"title": "Азнакаево", "regions": [{"name": "Республика Татарстан", "city_id": "1626", "region_id": "1624"}]}
24;Айша;{"title": "Айша", "regions": [{"name": "Республика Татарстан", "city_id": "4167", "region_id": "1624"}]}
25;Аксубаево;{"title": "Аксубаево", "regions": [{"name": "Республика Татарстан", "city_id": "4168", "region_id": "1624"}]}
26;Актаныш;{"title": "Актаныш", "regions": [{"name": "Республика Татарстан", "city_id": "3658", "region_id": "1624"}]}
27;Актюбинский;{"title": "Актюбинский", "regions": [{"name": "Республика Татарстан", "city_id": "4169", "region_id": "1624"}]}
28;Алексеевское;{"title": "Алексеевское", "regions": [{"name": "Республика Татарстан", "city_id": "2695", "region_id": "1624"}]}
29;Альметьевск;{"title": "Альметьевск", "regions": [{"name": "Республика Татарстан", "city_id": "1627", "region_id": "1624"}]}
30;Апастово;{"title": "Апастово", "regions": [{"name": "Республика Татарстан", "city_id": "2727", "region_id": "1624"}]}
31;Арск;{"title": "Арск", "regions": [{"name": "Республика Татарстан", "city_id": "1628", "region_id": "1624"}]}
32;Бавлы;{"title": "Бавлы", "regions": [{"name": "Республика Татарстан", "city_id": "1629", "region_id": "1624"}]}
33;Базарные Матаки;{"title": "Базарные Матаки", "regions": [{"name": "Республика Татарстан", "city_id": "4170", "region_id": "1624"}]}
34;Балтаси;{"title": "Балтаси", "regions": [{"name": "Республика Татарстан", "city_id": "2449", "region_id": "1624"}]}
35;Бетьки;{"title": "Бетьки", "regions": [{"name": "Республика Татарстан", "city_id": "4171", "region_id": "1624"}]}
36;Богатые Сабы;{"title": "Богатые Сабы", "regions": [{"name": "Республика Татарстан", "city_id": "4172", "region_id": "1624"}]}
37;Болгар;{"title": "Болгар", "regions": [{"name": "Республика Татарстан", "city_id": "1630", "region_id": "1624"}]}
38;Большая Атня;{"title": "Большая Атня", "regions": [{"name": "Республика Татарстан", "city_id": "4173", "region_id": "1624"}]}
39;Большие Кайбицы;{"title": "Большие Кайбицы", "regions": [{"name": "Республика Татарстан", "city_id": "4174", "region_id": "1624"}]}
40;Бугульма;{"title": "Бугульма", "regions": [{"name": "Республика Татарстан", "city_id": "1631", "region_id": "1624"}]}
41;Буинск;{"title": "Буинск", "regions": [{"name": "Республика Татарстан", "city_id": "1632", "region_id": "1624"}]}
42;Верхний Услон;{"title": "Верхний Услон", "regions": [{"name": "Республика Татарстан", "city_id": "4175", "region_id": "1624"}]}
43;Высокая Гора;{"title": "Высокая Гора", "regions": [{"name": "Республика Татарстан", "city_id": "4176", "region_id": "1624"}]}
44;Джалиль;{"title": "Джалиль", "regions": [{"name": "Республика Татарстан", "city_id": "4177", "region_id": "1624"}]}
45;Елабуга;{"title": "Елабуга", "regions": [{"name": "Республика Татарстан", "city_id": "1633", "region_id": "1624"}]}
46;Заинск;{"title": "Заинск", "regions": [{"name": "Республика Татарстан", "city_id": "1634", "region_id": "1624"}]}
47;Зеленодольск;{"title": "Зеленодольск", "regions": [{"name": "Республика Татарстан", "city_id": "1635", "region_id": "1624"},{"name": "Днепропетровская область", "city_id": "3134", "region_id": "2126"}]}
48;Иннополис;{"title": "Иннополис", "regions": [{"name": "Республика Татарстан", "city_id": "2734", "region_id": "1624"}]}
49;Казань;{"title": "Казань", "regions": [{"name": "Республика Татарстан", "city_id": "88", "region_id": "1624"}]}
50;Камские Поляны;{"title": "Камские Поляны", "regions": [{"name": "Республика Татарстан", "city_id": "3715", "region_id": "1624"}]}
51;Камское Устье;{"title": "Камское Устье", "regions": [{"name": "Республика Татарстан", "city_id": "2726", "region_id": "1624"}]}
52;Карабаш;{"title": "Карабаш", "regions": [{"name": "Республика Татарстан", "city_id": "4178", "region_id": "1624"},{"name": "Челябинская область", "city_id": "1391", "region_id": "1384"}]}
53;Куйбышевский Затон;{"title": "Куйбышевский Затон", "regions": [{"name": "Республика Татарстан", "city_id": "4179", "region_id": "1624"}]}
54;Кукмор;{"title": "Кукмор", "regions": [{"name": "Республика Татарстан", "city_id": "2628", "region_id": "1624"}]}
55;Лаишево;{"title": "Лаишево", "regions": [{"name": "Республика Татарстан", "city_id": "1636", "region_id": "1624"}]}
56;Лениногорск;{"title": "Лениногорск", "regions": [{"name": "Республика Татарстан", "city_id": "1637", "region_id": "1624"}]}
57;Мамадыш;{"title": "Мамадыш", "regions": [{"name": "Республика Татарстан", "city_id": "1638", "region_id": "1624"}]}
58;Менделеевск;{"title": "Менделеевск", "regions": [{"name": "Республика Татарстан", "city_id": "1639", "region_id": "1624"}]}
59;Мензелинск;{"title": "Мензелинск", "regions": [{"name": "Республика Татарстан", "city_id": "1640", "region_id": "1624"}]}
60;Муслюмово;{"title": "Муслюмово", "regions": [{"name": "Республика Татарстан", "city_id": "4180", "region_id": "1624"}]}
61;Набережные Челны;{"title": "Набережные Челны", "regions": [{"name": "Республика Татарстан", "city_id": "1641", "region_id": "1624"}]}
62;Нижнекамск;{"title": "Нижнекамск", "regions": [{"name": "Республика Татарстан", "city_id": "1642", "region_id": "1624"}]}
63;Нижние Вязовые;{"title": "Нижние Вязовые", "regions": [{"name": "Республика Татарстан", "city_id": "3077", "region_id": "1624"}]}
64;Нижняя Мактама;{"title": "Нижняя Мактама", "regions": [{"name": "Республика Татарстан", "city_id": "4181", "region_id": "1624"}]}
65;Новошешминск;{"title": "Новошешминск", "regions": [{"name": "Республика Татарстан", "city_id": "4182", "region_id": "1624"}]}
66;Нурлат;{"title": "Нурлат", "regions": [{"name": "Республика Татарстан", "city_id": "1643", "region_id": "1624"}]}
67;Осиново;{"title": "Осиново", "regions": [{"name": "Республика Татарстан", "city_id": "4183", "region_id": "1624"}]}
68;Пестрецы;{"title": "Пестрецы", "regions": [{"name": "Республика Татарстан", "city_id": "2725", "region_id": "1624"}]}
69;Русский Акташ;{"title": "Русский Акташ", "regions": [{"name": "Республика Татарстан", "city_id": "4184", "region_id": "1624"}]}
70;Рыбная Слобода;{"title": "Рыбная Слобода", "regions": [{"name": "Республика Татарстан", "city_id": "4185", "region_id": "1624"}]}
71;Сарманово;{"title": "Сарманово", "regions": [{"name": "Республика Татарстан", "city_id": "4186", "region_id": "1624"}]}
72;Старое Дрожжаное;{"title": "Старое Дрожжаное", "regions": [{"name": "Республика Татарстан", "city_id": "3692", "region_id": "1624"}]}
73;Тетюши;{"title": "Тетюши", "regions": [{"name": "Республика Татарстан", "city_id": "1644", "region_id": "1624"}]}
74;Тюлячи;{"title": "Тюлячи", "regions": [{"name": "Республика Татарстан", "city_id": "4187", "region_id": "1624"}]}
75;Убей;{"title": "Убей", "regions": [{"name": "Республика Татарстан", "city_id": "4188", "region_id": "1624"}]}
76;Уруссу;{"title": "Уруссу", "regions": [{"name": "Республика Татарстан", "city_id": "2953", "region_id": "1624"}]}
77;Черемшан;{"title": "Черемшан", "regions": [{"name": "Республика Татарстан", "city_id": "4189", "region_id": "1624"}]}
78;Чистополь;{"title": "Чистополь", "regions": [{"name": "Республика Татарстан", "city_id": "1645", "region_id": "1624"}]}
79;Чувашское Дрожжаное;{"title": "Чувашское Дрожжаное", "regions": [{"name": "Республика Татарстан", "city_id": "4190", "region_id": "1624"}]}
80;Шемордан;{"title": "Шемордан", "regions": [{"name": "Республика Татарстан", "city_id": "4191", "region_id": "1624"}]}
81;Алнаши;{"title": "Алнаши", "regions": [{"name": "Удмуртская Республика", "city_id": "4192", "region_id": "1646"}]}
82;Балезино;{"title": "Балезино", "regions": [{"name": "Удмуртская Республика", "city_id": "3768", "region_id": "1646"}]}
83;Большой Зетым;{"title": "Большой Зетым", "regions": [{"name": "Удмуртская Республика", "city_id": "4193", "region_id": "1646"}]}
84;Вавож;{"title": "Вавож", "regions": [{"name": "Удмуртская Республика", "city_id": "4194", "region_id": "1646"}]}
85;Воткинск;{"title": "Воткинск", "regions": [{"name": "Удмуртская Республика", "city_id": "1647", "region_id": "1646"}]}
86;Глазов;{"title": "Глазов", "regions": [{"name": "Удмуртская Республика", "city_id": "1648", "region_id": "1646"}]}
87;Грахово;{"title": "Грахово", "regions": [{"name": "Удмуртская Республика", "city_id": "4195", "region_id": "1646"}]}
88;Дебёсы;{"title": "Дебёсы", "regions": [{"name": "Удмуртская Республика", "city_id": "4196", "region_id": "1646"}]}
89;Ершовка;{"title": "Ершовка", "regions": [{"name": "Удмуртская Республика", "city_id": "4197", "region_id": "1646"}]}
90;Завьялово;{"title": "Завьялово", "regions": [{"name": "Удмуртская Республика", "city_id": "4198", "region_id": "1646"},{"name": "Алтайский край", "city_id": "4904", "region_id": "1217"}]}
91;Засеково;{"title": "Засеково", "regions": [{"name": "Удмуртская Республика", "city_id": "4199", "region_id": "1646"}]}
92;Игра;{"title": "Игра", "regions": [{"name": "Удмуртская Республика", "city_id": "3717", "region_id": "1646"}]}
93;Ижевск;{"title": "Ижевск", "regions": [{"name": "Удмуртская Республика", "city_id": "96", "region_id": "1646"}]}
94;Камбарка;{"title": "Камбарка", "regions": [{"name": "Удмуртская Республика", "city_id": "1649", "region_id": "1646"}]}
95;Каракулино;{"title": "Каракулино", "regions": [{"name": "Удмуртская Республика", "city_id": "4200", "region_id": "1646"}]}
96;Кез;{"title": "Кез", "regions": [{"name": "Удмуртская Республика", "city_id": "4201", "region_id": "1646"}]}
97;Кизнер;{"title": "Кизнер", "regions": [{"name": "Удмуртская Республика", "city_id": "4202", "region_id": "1646"}]}
98;Кильмезь;{"title": "Кильмезь", "regions": [{"name": "Удмуртская Республика", "city_id": "4203", "region_id": "1646"},{"name": "Кировская область", "city_id": "4447", "region_id": "1661"}]}
99;Киясово;{"title": "Киясово", "regions": [{"name": "Удмуртская Республика", "city_id": "4204", "region_id": "1646"}]}
100;Красногорское;{"title": "Красногорское", "regions": [{"name": "Удмуртская Республика", "city_id": "4205", "region_id": "1646"},{"name": "Алтайский край", "city_id": "4912", "region_id": "1217"}]}
101;Малая Пурга;{"title": "Малая Пурга", "regions": [{"name": "Удмуртская Республика", "city_id": "4206", "region_id": "1646"}]}
102;Можга;{"title": "Можга", "regions": [{"name": "Удмуртская Республика", "city_id": "1650", "region_id": "1646"}]}
103;Пирогово;{"title": "Пирогово", "regions": [{"name": "Удмуртская Республика", "city_id": "4207", "region_id": "1646"}]}
104;Сарапул;{"title": "Сарапул", "regions": [{"name": "Удмуртская Республика", "city_id": "1651", "region_id": "1646"}]}
105;Селты;{"title": "Селты", "regions": [{"name": "Удмуртская Республика", "city_id": "4208", "region_id": "1646"}]}
106;Сигаево;{"title": "Сигаево", "regions": [{"name": "Удмуртская Республика", "city_id": "4209", "region_id": "1646"}]}
107;Сюмси;{"title": "Сюмси", "regions": [{"name": "Удмуртская Республика", "city_id": "4210", "region_id": "1646"}]}
108;Ува;{"title": "Ува", "regions": [{"name": "Удмуртская Республика", "city_id": "2959", "region_id": "1646"}]}
109;Хохряки;{"title": "Хохряки", "regions": [{"name": "Удмуртская Республика", "city_id": "4211", "region_id": "1646"}]}
110;Шаркан;{"title": "Шаркан", "regions": [{"name": "Удмуртская Республика", "city_id": "4212", "region_id": "1646"}]}
111;Юкаменское;{"title": "Юкаменское", "regions": [{"name": "Удмуртская Республика", "city_id": "4213", "region_id": "1646"}]}
112;Якшур-Бодья;{"title": "Якшур-Бодья", "regions": [{"name": "Удмуртская Республика", "city_id": "4214", "region_id": "1646"}]}
113;Яр;{"title": "Яр", "regions": [{"name": "Удмуртская Республика", "city_id": "4215", "region_id": "1646"}]}
114;Алатырь;{"title": "Алатырь", "regions": [{"name": "Чувашская Республика", "city_id": "1653", "region_id": "1652"}]}
115;Аликово;{"title": "Аликово", "regions": [{"name": "Чувашская Республика", "city_id": "4216", "region_id": "1652"}]}
116;Батырево;{"title": "Батырево", "regions": [{"name": "Чувашская Республика", "city_id": "3678", "region_id": "1652"}]}
117;Большой Сундырь;{"title": "Большой Сундырь", "regions": [{"name": "Чувашская Республика", "city_id": "3680", "region_id": "1652"}]}
118;Вурнары;{"title": "Вурнары", "regions": [{"name": "Чувашская Республика", "city_id": "3676", "region_id": "1652"}]}
119;Ибреси;{"title": "Ибреси", "regions": [{"name": "Чувашская Республика", "city_id": "4217", "region_id": "1652"}]}
120;Ишлеи;{"title": "Ишлеи", "regions": [{"name": "Чувашская Республика", "city_id": "4218", "region_id": "1652"}]}
121;Канаш;{"title": "Канаш", "regions": [{"name": "Чувашская Республика", "city_id": "1654", "region_id": "1652"}]}
122;Козловка;{"title": "Козловка", "regions": [{"name": "Чувашская Республика", "city_id": "1655", "region_id": "1652"}]}
123;Комсомольское;{"title": "Комсомольское", "regions": [{"name": "Чувашская Республика", "city_id": "3677", "region_id": "1652"},{"name": "Республика Дагестан", "city_id": "5586", "region_id": "1424"},{"name": "Харьковская область", "city_id": "3120", "region_id": "2206"}]}
124;Красноармейское;{"title": "Красноармейское", "regions": [{"name": "Чувашская Республика", "city_id": "3681", "region_id": "1652"},{"name": "Самарская область", "city_id": "3036", "region_id": "1586"}]}
125;Красные Четаи;{"title": "Красные Четаи", "regions": [{"name": "Чувашская Республика", "city_id": "4219", "region_id": "1652"}]}
126;Кугеси;{"title": "Кугеси", "regions": [{"name": "Чувашская Республика", "city_id": "3698", "region_id": "1652"}]}
127;Мариинский Посад;{"title": "Мариинский Посад", "regions": [{"name": "Чувашская Республика", "city_id": "1656", "region_id": "1652"}]}
128;Моргауши;{"title": "Моргауши", "regions": [{"name": "Чувашская Республика", "city_id": "3675", "region_id": "1652"}]}
129;Новое Атлашево;{"title": "Новое Атлашево", "regions": [{"name": "Чувашская Республика", "city_id": "4220", "region_id": "1652"}]}
130;Новочебоксарск;{"title": "Новочебоксарск", "regions": [{"name": "Чувашская Республика", "city_id": "1657", "region_id": "1652"}]}
131;Новые Лапсары;{"title": "Новые Лапсары", "regions": [{"name": "Чувашская Республика", "city_id": "4221", "region_id": "1652"}]}
132;Порецкое;{"title": "Порецкое", "regions": [{"name": "Чувашская Республика", "city_id": "4222", "region_id": "1652"}]}
133;Урмары;{"title": "Урмары", "regions": [{"name": "Чувашская Республика", "city_id": "3679", "region_id": "1652"}]}
134;Цивильск;{"title": "Цивильск", "regions": [{"name": "Чувашская Республика", "city_id": "1658", "region_id": "1652"}]}
135;Чебоксары;{"title": "Чебоксары", "regions": [{"name": "Чувашская Республика", "city_id": "107", "region_id": "1652"}]}
136;Шемурша;{"title": "Шемурша", "regions": [{"name": "Чувашская Республика", "city_id": "4223", "region_id": "1652"}]}
137;Шихазаны;{"title": "Шихазаны", "regions": [{"name": "Чувашская Республика", "city_id": "4224", "region_id": "1652"}]}
138;Шумерля;{"title": "Шумерля", "regions": [{"name": "Чувашская Республика", "city_id": "1659", "region_id": "1652"}]}
139;Шыгырдан;{"title": "Шыгырдан", "regions": [{"name": "Чувашская Республика", "city_id": "4225", "region_id": "1652"}]}
140;Юськасы;{"title": "Юськасы", "regions": [{"name": "Чувашская Республика", "city_id": "4226", "region_id": "1652"}]}
141;Ядрин;{"title": "Ядрин", "regions": [{"name": "Чувашская Республика", "city_id": "1660", "region_id": "1652"}]}
142;Яльчики;{"title": "Яльчики", "regions": [{"name": "Чувашская Республика", "city_id": "3674", "region_id": "1652"}]}
143;Янтиково;{"title": "Янтиково", "regions": [{"name": "Чувашская Республика", "city_id": "4227", "region_id": "1652"}]}
144;Агинское;{"title": "Агинское", "regions": [{"name": "Забайкальский край", "city_id": "216", "region_id": "1192"},{"name": "Красноярский край", "city_id": "4742", "region_id": "1146"}]}
145;Акша;{"title": "Акша", "regions": [{"name": "Забайкальский край", "city_id": "5088", "region_id": "1192"}]}
146;Александровский Завод;{"title": "Александровский Завод", "regions": [{"name": "Забайкальский край", "city_id": "5089", "region_id": "1192"}]}
147;Атамановка;{"title": "Атамановка", "regions": [{"name": "Забайкальский край", "city_id": "5106", "region_id": "1192"}]}
148;Балей;{"title": "Балей", "regions": [{"name": "Забайкальский край", "city_id": "1193", "region_id": "1192"}]}
149;Борзя;{"title": "Борзя", "regions": [{"name": "Забайкальский край", "city_id": "1194", "region_id": "1192"}]}
150;Верх-Усугли;{"title": "Верх-Усугли", "regions": [{"name": "Забайкальский край", "city_id": "5099", "region_id": "1192"}]}
151;Вершино-Дарасунский;{"title": "Вершино-Дарасунский", "regions": [{"name": "Забайкальский край", "city_id": "5112", "region_id": "1192"}]}
152;Газимурский Завод;{"title": "Газимурский Завод", "regions": [{"name": "Забайкальский край", "city_id": "5090", "region_id": "1192"}]}
153;Горный;{"title": "Горный", "regions": [{"name": "Забайкальский край", "city_id": "5104", "region_id": "1192"},{"name": "Новосибирская область", "city_id": "4832", "region_id": "1202"},{"name": "Ростовская область", "city_id": "5303", "region_id": "1530"}]}
154;Дарасун;{"title": "Дарасун", "regions": [{"name": "Забайкальский край", "city_id": "5113", "region_id": "1192"}]}
155;Домна;{"title": "Домна", "regions": [{"name": "Забайкальский край", "city_id": "5111", "region_id": "1192"}]}
156;Дульдурга;{"title": "Дульдурга", "regions": [{"name": "Забайкальский край", "city_id": "5114", "region_id": "1192"}]}
157;Забайкальск;{"title": "Забайкальск", "regions": [{"name": "Забайкальский край", "city_id": "2399", "region_id": "1192"}]}
158;Калга;{"title": "Калга", "regions": [{"name": "Забайкальский край", "city_id": "5091", "region_id": "1192"}]}
159;Карымское;{"title": "Карымское", "regions": [{"name": "Забайкальский край", "city_id": "4631", "region_id": "1192"}]}
160;Кокуй;{"title": "Кокуй", "regions": [{"name": "Забайкальский край", "city_id": "5110", "region_id": "1192"}]}
161;Краснокаменск;{"title": "Краснокаменск", "regions": [{"name": "Забайкальский край", "city_id": "1195", "region_id": "1192"},{"name": "Красноярский край", "city_id": "4760", "region_id": "1146"}]}
162;Красный Чикой;{"title": "Красный Чикой", "regions": [{"name": "Забайкальский край", "city_id": "5092", "region_id": "1192"}]}
163;Кыра;{"title": "Кыра", "regions": [{"name": "Забайкальский край", "city_id": "5093", "region_id": "1192"}]}
164;Могойтуй;{"title": "Могойтуй", "regions": [{"name": "Забайкальский край", "city_id": "5094", "region_id": "1192"}]}
165;Могоча;{"title": "Могоча", "regions": [{"name": "Забайкальский край", "city_id": "1196", "region_id": "1192"}]}
166;Нерчинск;{"title": "Нерчинск", "regions": [{"name": "Забайкальский край", "city_id": "1197", "region_id": "1192"}]}
167;Нерчинский Завод;{"title": "Нерчинский Завод", "regions": [{"name": "Забайкальский край", "city_id": "5095", "region_id": "1192"}]}
168;Нижний Цасучей;{"title": "Нижний Цасучей", "regions": [{"name": "Забайкальский край", "city_id": "5097", "region_id": "1192"}]}
169;Новая Чара;{"title": "Новая Чара", "regions": [{"name": "Забайкальский край", "city_id": "2691", "region_id": "1192"}]}
170;Новокручининский;{"title": "Новокручининский", "regions": [{"name": "Забайкальский край", "city_id": "5107", "region_id": "1192"}]}
171;Оловянная;{"title": "Оловянная", "regions": [{"name": "Забайкальский край", "city_id": "5096", "region_id": "1192"}]}
172;Первомайский;{"title": "Первомайский", "regions": [{"name": "Забайкальский край", "city_id": "5105", "region_id": "1192"},{"name": "Кировская область", "city_id": "4460", "region_id": "1661"},{"name": "Оренбургская область", "city_id": "4278", "region_id": "1563"},{"name": "Свердловская область", "city_id": "5749", "region_id": "1261"},{"name": "Челябинская область", "city_id": "5802", "region_id": "1384"},{"name": "Тамбовская область", "city_id": "2804", "region_id": "1905"},{"name": "Тульская область", "city_id": "4081", "region_id": "1913"},{"name": "Харьковская область", "city_id": "3127", "region_id": "2206"}]}
173;Петровск-Забайкальский;{"title": "Петровск-Забайкальский", "regions": [{"name": "Забайкальский край", "city_id": "1198", "region_id": "1192"}]}
174;Приаргунск;{"title": "Приаргунск", "regions": [{"name": "Забайкальский край", "city_id": "5098", "region_id": "1192"}]}
175;Сретенск;{"title": "Сретенск", "regions": [{"name": "Забайкальский край", "city_id": "1199", "region_id": "1192"}]}
176;Улёты;{"title": "Улёты", "regions": [{"name": "Забайкальский край", "city_id": "5100", "region_id": "1192"}]}
177;Хилок;{"title": "Хилок", "regions": [{"name": "Забайкальский край", "city_id": "1200", "region_id": "1192"}]}
178;Холбон;{"title": "Холбон", "regions": [{"name": "Забайкальский край", "city_id": "5039", "region_id": "1192"}]}
179;Чернышевск;{"title": "Чернышевск", "regions": [{"name": "Забайкальский край", "city_id": "5101", "region_id": "1192"}]}
180;Чита;{"title": "Чита", "regions": [{"name": "Забайкальский край", "city_id": "106", "region_id": "1192"}]}
181;Шелопугино;{"title": "Шелопугино", "regions": [{"name": "Забайкальский край", "city_id": "5102", "region_id": "1192"}]}
182;Шерловая Гора;{"title": "Шерловая Гора", "regions": [{"name": "Забайкальский край", "city_id": "5103", "region_id": "1192"}]}
183;Шилка;{"title": "Шилка", "regions": [{"name": "Забайкальский край", "city_id": "1201", "region_id": "1192"}]}
184;Ясная;{"title": "Ясная", "regions": [{"name": "Забайкальский край", "city_id": "5109", "region_id": "1192"}]}
185;Ясногорск;{"title": "Ясногорск", "regions": [{"name": "Забайкальский край", "city_id": "5108", "region_id": "1192"},{"name": "Тульская область", "city_id": "1931", "region_id": "1913"}]}
186;Алексеевск;{"title": "Алексеевск", "regions": [{"name": "Иркутская область", "city_id": "4854", "region_id": "1124"}]}
187;Алзамай;{"title": "Алзамай", "regions": [{"name": "Иркутская область", "city_id": "1125", "region_id": "1124"}]}
188;Ангарск;{"title": "Ангарск", "regions": [{"name": "Иркутская область", "city_id": "1126", "region_id": "1124"}]}
189;Байкальск;{"title": "Байкальск", "regions": [{"name": "Иркутская область", "city_id": "1127", "region_id": "1124"}]}
190;Балаганск;{"title": "Балаганск", "regions": [{"name": "Иркутская область", "city_id": "4855", "region_id": "1124"}]}
191;Белореченский;{"title": "Белореченский", "regions": [{"name": "Иркутская область", "city_id": "4856", "region_id": "1124"}]}
192;Бирюсинск;{"title": "Бирюсинск", "regions": [{"name": "Иркутская область", "city_id": "1128", "region_id": "1124"}]}
193;Бодайбо;{"title": "Бодайбо", "regions": [{"name": "Иркутская область", "city_id": "1129", "region_id": "1124"}]}
194;Большой Луг;{"title": "Большой Луг", "regions": [{"name": "Иркутская область", "city_id": "4857", "region_id": "1124"}]}
195;Бохан;{"title": "Бохан", "regions": [{"name": "Иркутская область", "city_id": "4858", "region_id": "1124"}]}
196;Братск;{"title": "Братск", "regions": [{"name": "Иркутская область", "city_id": "1130", "region_id": "1124"}]}
197;Вихоревка;{"title": "Вихоревка", "regions": [{"name": "Иркутская область", "city_id": "1131", "region_id": "1124"}]}
198;Гидростроитель;{"title": "Гидростроитель", "regions": [{"name": "Иркутская область", "city_id": "4864", "region_id": "1124"}]}
199;Еланцы;{"title": "Еланцы", "regions": [{"name": "Иркутская область", "city_id": "4859", "region_id": "1124"}]}
200;Железногорск-Илимский;{"title": "Железногорск-Илимский", "regions": [{"name": "Иркутская область", "city_id": "1132", "region_id": "1124"}]}
201;Железнодорожный;{"title": "Железнодорожный", "regions": [{"name": "Иркутская область", "city_id": "4860", "region_id": "1124"},{"name": "Московская область", "city_id": "2087", "region_id": "2019"}]}
202;Жигалово;{"title": "Жигалово", "regions": [{"name": "Иркутская область", "city_id": "4861", "region_id": "1124"}]}
203;Залари;{"title": "Залари", "regions": [{"name": "Иркутская область", "city_id": "3716", "region_id": "1124"}]}
204;Зима;{"title": "Зима", "regions": [{"name": "Иркутская область", "city_id": "1133", "region_id": "1124"}]}
205;Иркутск;{"title": "Иркутск", "regions": [{"name": "Иркутская область", "city_id": "35", "region_id": "1124"}]}
206;Качуг;{"title": "Качуг", "regions": [{"name": "Иркутская область", "city_id": "4862", "region_id": "1124"}]}
207;Квиток;{"title": "Квиток", "regions": [{"name": "Иркутская область", "city_id": "4863", "region_id": "1124"}]}
208;Киренск;{"title": "Киренск", "regions": [{"name": "Иркутская область", "city_id": "1134", "region_id": "1124"}]}
209;Куйтун;{"title": "Куйтун", "regions": [{"name": "Иркутская область", "city_id": "4865", "region_id": "1124"},{"name": "Республика Бурятия", "city_id": "5065", "region_id": "1118"}]}
210;Култук;{"title": "Култук", "regions": [{"name": "Иркутская область", "city_id": "4866", "region_id": "1124"}]}
211;Кутулик;{"title": "Кутулик", "regions": [{"name": "Иркутская область", "city_id": "4867", "region_id": "1124"}]}
212;Лесогорск;{"title": "Лесогорск", "regions": [{"name": "Иркутская область", "city_id": "4868", "region_id": "1124"}]}
213;Магистральный;{"title": "Магистральный", "regions": [{"name": "Иркутская область", "city_id": "4869", "region_id": "1124"}]}
214;Мама;{"title": "Мама", "regions": [{"name": "Иркутская область", "city_id": "4870", "region_id": "1124"}]}
215;Маркова;{"title": "Маркова", "regions": [{"name": "Иркутская область", "city_id": "4871", "region_id": "1124"}]}
